Formatter, loc, ns
scalariform, 12, 4537396
scalariform, 17, 2061295
scalafmt, 55, 50728377
scalafmt, 16, 6856111
scalariform, 16, 1873938
scalariform, 183, 46144192
scalafmt, 22, 17575352
scalariform, 55, 8761576
scalafmt, 66, 76569534
scalariform, 22, 10288785
scalariform, 66, 8826378
scalafmt, 22, 17379167
scalariform, 22, 1493251
scalafmt, 19, 8206538
scalariform, 19, 2040339
scalafmt, 33, 16569876
scalafmt, 410, 413775625
scalariform, 33, 18040461
scalafmt, 20, 22464600
scalafmt, 27, 39306123
scalariform, 20, 2103049
scalafmt, 6, 3581348
scalariform, 6, 951088
scalariform, 27, 5838924
scalafmt, 28, 2578788
scalariform, 28, 2851214
scalafmt, 61, 75719281
scalafmt, 5, 4204344
scalariform, 5, 1105653
scalariform, 61, 7363989
scalafmt, 5, 8517868
scalariform, 5, 1853857
scalafmt, 52, 39387648
scalafmt, 30, 10789845
scalariform, 30, 6213964
scalariform, 52, 8394303
scalafmt, 223, 98400010
scalafmt, 10, 5084349
scalariform, 10, 884378
scalafmt, 47, 44720850
scalafmt, 18, 7174190
scalariform, 47, 7825731
scalariform, 18, 1051641
scalafmt, 135, 112291067
scalafmt, 21, 4962225
scalariform, 21, 2034724
scalariform, 410, 72589781
scalariform, 223, 19821457
scalafmt, 16, 8552878
scalariform, 16, 4785181
scalafmt, 27, 25407680
scalariform, 135, 22399252
scalafmt, 20, 5572594
scalariform, 27, 3910855
scalariform, 20, 1794742
scalafmt, 19, 23526925
scalafmt, 80, 67853917
scalafmt, 9, 3079426
scalariform, 9, 984666
scalariform, 19, 3491749
scalafmt, 54, 53906075
scalafmt, 27, 10461837
scalariform, 80, 13604279
scalariform, 27, 2878811
scalafmt, 21, 18438030
scalariform, 21, 2114923
scalafmt, 30, 15842919
scalariform, 30, 2832985
scalariform, 54, 18295732
scalafmt, 15, 13536622
scalafmt, 62, 21022577
scalafmt, 29, 26560601
scalafmt, 33, 14763593
scalafmt, 80, 49117649
scalariform, 33, 3312796
scalariform, 29, 5067501
scalariform, 62, 12523689
scalafmt, 22, 4244713
scalariform, 22, 1214507
scalariform, 15, 24544116
scalafmt, 5, 1959434
scalariform, 80, 18023263
scalariform, 5, 5003163
scalafmt, 2, 1108555
scalafmt, 34, 13021605
scalariform, 2, 439067
scalariform, 34, 2883961
scalafmt, 23, 2987150
scalariform, 23, 952844
scalafmt, 34, 15230711
scalariform, 34, 4138599
scalafmt, 304, 259799214
scalafmt, 41, 23665447
scalariform, 41, 3312038
scalafmt, 118, 130446739
scalafmt, 112, 77562317
scalariform, 118, 19951640
scalariform, 304, 35945643
scalafmt, 73, 27670199
scalafmt, 19, 7718565
scalariform, 112, 13855732
scalariform, 19, 1742795
scalafmt, 13, 52111729
scalariform, 13, 2895738
scalariform, 73, 12379233
scalafmt, 17, 9238277
scalafmt, 129, 91105775
scalariform, 17, 2095446
scalafmt, 3, 310586
scalariform, 3, 351938
scalafmt, 3, 282937
scalariform, 3, 326768
scalafmt, 1, 428436
scalariform, 1, 158000
scalafmt, 5, 625938
scalariform, 5, 703492
scalafmt, 5, 669134
scalariform, 5, 694440
scalafmt, 5, 595658
scalariform, 5, 620238
scalafmt, 40, 23468797
scalafmt, 5, 630812
scalariform, 5, 648006
scalafmt, 7, 528869
scalariform, 7, 961410
scalafmt, 5, 476287
scalariform, 5, 590950
scalariform, 40, 4340123
scalafmt, 15, 6431574
scalariform, 15, 1662218
scalafmt, 15, 996876
scalariform, 15, 1611910
scalafmt, 9, 632099
scalariform, 9, 975977
scalafmt, 5, 497137
scalariform, 5, 648192
scalafmt, 4, 398829
scalariform, 4, 498889
scalafmt, 4, 2253543
scalariform, 4, 778007
scalafmt, 4, 2337046
scalariform, 4, 1498610
scalafmt, 4, 2474594
scalariform, 4, 765763
scalariform, 129, 35987038
scalafmt, 7, 3107690
scalariform, 7, 1301724
scalafmt, 4, 372366
scalafmt, 179, 175981336
scalariform, 4, 663366
scalafmt, 13, 927247
scalariform, 13, 1533531
scalafmt, 13, 1030576
scalafmt, 146, 155122663
scalariform, 13, 1700095
scalafmt, 13, 912948
scalariform, 13, 1555062
scalafmt, 4, 2410229
scalariform, 4, 487128
scalafmt, 4, 467329
scalariform, 4, 781926
scalafmt, 4, 392435
scalariform, 4, 608842
scalafmt, 6, 1975321
scalariform, 6, 636454
scalafmt, 4, 2905351
scalariform, 4, 547910
scalafmt, 14, 1024002
scalafmt, 40, 33530338
scalafmt, 55, 59403532
scalariform, 14, 8755079
scalafmt, 13, 916655
scalariform, 13, 1594062
scalafmt, 7, 687315
scalariform, 40, 4791497
scalariform, 7, 969376
scalafmt, 14, 1012616
scalariform, 14, 1655944
scalariform, 55, 7361761
scalariform, 146, 32304783
scalafmt, 5, 713020
scalariform, 5, 6013851
scalafmt, 4, 419933
scalariform, 4, 554438
scalafmt, 7, 373182
scalariform, 7, 592043
scalafmt, 9, 3835288
scalariform, 9, 1196471
scalafmt, 9, 2615806
scalariform, 9, 1822848
scalariform, 179, 56909754
scalafmt, 9, 4003752
scalariform, 9, 1147446
scalafmt, 4, 372582
scalariform, 4, 630315
scalafmt, 7, 503027
scalariform, 7, 836924
scalafmt, 4, 378862
scalariform, 4, 618195
scalafmt, 5, 575508
scalariform, 5, 669959
scalafmt, 6, 516668
scalafmt, 45, 37741075
scalariform, 6, 7000523
scalafmt, 6, 644184
scalariform, 6, 1152651
scalafmt, 5, 570015
scalariform, 5, 634988
scalafmt, 196, 127794369
scalafmt, 5, 820039
scalariform, 5, 640305
scalafmt, 3, 1640715
scalariform, 3, 604251
scalafmt, 3, 1882407
scalariform, 3, 643367
scalariform, 45, 12276816
scalafmt, 3, 1962411
scalariform, 3, 1020505
scalafmt, 118, 145152576
scalafmt, 7, 3098919
scalariform, 7, 1021109
scalafmt, 5, 390683
scalariform, 5, 576861
scalafmt, 4, 421254
scalariform, 4, 717613
scalafmt, 7, 578414
scalariform, 7, 979514
scalafmt, 7, 932171
scalariform, 7, 1056307
scalafmt, 4, 368350
scalariform, 4, 624236
scalafmt, 5, 448068
scalariform, 5, 571252
scalafmt, 6, 652080
scalariform, 6, 1019766
scalafmt, 4, 486936
scalariform, 4, 882545
scalafmt, 5, 539051
scalariform, 5, 965063
scalafmt, 5, 515813
scalariform, 5, 551390
scalafmt, 8, 555293
scalariform, 196, 30677187
scalariform, 8, 4628376
scalafmt, 73, 72263300
scalafmt, 4, 1777240
scalariform, 4, 553879
scalafmt, 5, 2556365
scalariform, 5, 803564
scalafmt, 5, 518925
scalariform, 5, 2188342
scalariform, 118, 34474084
scalariform, 73, 12744025
scalafmt, 5, 6397213
scalariform, 5, 796366
scalafmt, 5, 423237
scalariform, 5, 732033
scalafmt, 5, 411557
scalariform, 5, 725858
scalafmt, 5, 1858645
scalariform, 5, 668965
scalafmt, 5, 572847
scalariform, 5, 691886
scalafmt, 6, 559271
scalafmt, 82, 75619271
scalariform, 6, 652112
scalafmt, 25, 11787809
scalafmt, 7, 565315
scalariform, 7, 737214
scalafmt, 5, 526048
scalariform, 5, 697195
scalafmt, 6, 519453
scalariform, 6, 606693
scalafmt, 5, 453658
scalariform, 5, 643297
scalafmt, 4, 2197566
scalariform, 25, 7149923
scalariform, 4, 762674
scalafmt, 5, 2126944
scalariform, 5, 783591
scalafmt, 5, 2193153
scalariform, 5, 772912
scalafmt, 5, 424194
scalariform, 5, 698921
scalafmt, 5, 386780
scalafmt, 60, 42054213
scalariform, 5, 1948957
scalariform, 60, 7369785
scalariform, 82, 25126372
scalafmt, 5, 407294
scalariform, 5, 743568
scalafmt, 7, 474147
scalariform, 7, 780405
scalafmt, 6, 442885
scalariform, 6, 750331
scalafmt, 6, 472991
scalariform, 6, 822542
scalafmt, 6, 468300
scalafmt, 26, 14739133
scalariform, 6, 3489332
scalafmt, 6, 472416
scalariform, 6, 738361
scalafmt, 6, 398190
scalariform, 26, 1947546
scalariform, 6, 650757
scalafmt, 6, 378525
scalariform, 6, 638471
scalafmt, 6, 483430
scalariform, 6, 788920
scalafmt, 5, 501170
scalariform, 5, 625737
scalafmt, 7, 492497
scalariform, 7, 717149
scalafmt, 7, 492862
scalariform, 7, 642902
scalafmt, 44, 41571105
scalafmt, 25, 9209453
scalafmt, 7, 4671295
scalariform, 25, 2393870
scalariform, 7, 3825171
scalafmt, 9, 1089546
scalariform, 9, 1301543
scalafmt, 2, 398848
scalariform, 2, 593898
scalafmt, 9, 886952
scalariform, 9, 975195
scalafmt, 30, 9640308
scalafmt, 9, 789368
scalariform, 44, 13420201
scalariform, 9, 1063851
scalafmt, 7, 1022311
scalariform, 30, 2590993
scalariform, 7, 996970
scalafmt, 7, 965996
scalariform, 7, 1043500
scalafmt, 6, 753767
scalariform, 6, 883688
scalafmt, 6, 837064
scalariform, 6, 12686962
scalafmt, 7, 808493
scalafmt, 73, 59247730
scalariform, 7, 908589
scalafmt, 11, 6071275
scalariform, 11, 1624742
scalafmt, 8, 750915
scalariform, 8, 1073185
scalafmt, 8, 840248
scalariform, 8, 931069
scalafmt, 6, 750493
scalariform, 6, 758439
scalafmt, 11, 1468117
scalariform, 11, 1572995
scalafmt, 6, 771564
scalariform, 6, 815994
scalafmt, 12, 2491335
scalariform, 73, 21070033
scalafmt, 140, 155713980
scalariform, 12, 1888724
scalafmt, 9, 1038752
scalafmt, 94, 43360084
scalafmt, 132, 118339766
scalariform, 9, 1176348
scalafmt, 6, 741152
scalariform, 6, 870249
scalafmt, 7, 634078
scalariform, 7, 2122255
scalafmt, 13, 1196786
scalariform, 13, 1227935
scalafmt, 9, 875654
scalariform, 94, 9270577
scalafmt, 20, 12377757
scalariform, 9, 1018016
scalafmt, 8, 722600
scalariform, 8, 745184
scalafmt, 3, 372733
scalariform, 3, 642331
scalafmt, 3, 362271
scalariform, 3, 615275
scalafmt, 3, 253413
scalariform, 3, 382781
scalariform, 20, 5042627
scalariform, 132, 17279410
scalafmt, 42, 17830690
scalafmt, 4, 426024
scalariform, 4, 1225370
scalafmt, 4, 389721
scalariform, 140, 37378602
scalariform, 4, 659788
scalafmt, 5, 517685
scalariform, 5, 949280
scalafmt, 3, 272853
scalariform, 3, 439716
scalafmt, 3, 299804
scalariform, 3, 581261
scalafmt, 3, 320398
scalariform, 3, 557415
scalafmt, 3, 367069
scalariform, 3, 677083
scalafmt, 3, 256335
scalariform, 3, 374787
scalafmt, 3, 256462
scalariform, 3, 424394
scalafmt, 3, 284754
scalariform, 3, 2732393
scalafmt, 3, 285545
scalariform, 3, 450707
scalafmt, 3, 263303
scalariform, 3, 433043
scalafmt, 3, 298622
scalariform, 3, 537707
scalafmt, 3, 285866
scalariform, 3, 434459
scalafmt, 3, 285447
scalariform, 3, 480494
scalafmt, 3, 307121
scalariform, 3, 541813
scalafmt, 3, 357423
scalariform, 3, 616445
scalariform, 42, 24980304
scalafmt, 38, 28014599
scalariform, 38, 4853698
scalafmt, 55, 63684663
scalafmt, 26, 20842950
scalariform, 26, 4639011
scalafmt, 3, 394623
scalariform, 3, 706268
scalafmt, 3, 402155
scalafmt, 21, 10737964
scalariform, 3, 649898
scalafmt, 5, 379419
scalariform, 5, 622420
scalafmt, 5, 435891
scalariform, 21, 2463717
scalariform, 5, 715386
scalafmt, 5, 441742
scalafmt, 35, 25399557
scalariform, 5, 1195544
scalafmt, 5, 566063
scalariform, 5, 1047149
scalafmt, 5, 502623
scalariform, 5, 952582
scalariform, 35, 4657631
scalafmt, 5, 509646
scalariform, 5, 914093
scalafmt, 5, 518613
scalariform, 55, 17267075
scalariform, 5, 948338
scalafmt, 5, 555007
scalariform, 5, 989610
scalafmt, 3, 367552
scalariform, 3, 686399
scalafmt, 3, 379371
scalariform, 3, 1548160
scalafmt, 3, 379520
scalariform, 3, 699118
scalafmt, 3, 362166
scalariform, 3, 632978
scalafmt, 3, 379638
scalariform, 3, 629546
scalafmt, 5, 452961
scalariform, 5, 733212
scalafmt, 3, 1143947
scalariform, 3, 671639
scalafmt, 3, 316481
scalariform, 3, 476627
scalafmt, 3, 340323
scalariform, 3, 504961
scalafmt, 3, 297118
scalariform, 3, 544134
scalafmt, 3, 327751
scalafmt, 28, 17089310
scalariform, 3, 523906
scalafmt, 3, 816200
scalariform, 3, 558997
scalafmt, 3, 378497
scalariform, 3, 581103
scalafmt, 3, 355149
scalariform, 28, 3229905
scalariform, 3, 530950
scalafmt, 3, 319852
scalariform, 3, 1581027
scalafmt, 3, 397052
scalariform, 3, 899061
scalafmt, 3, 394181
scalariform, 3, 660126
scalafmt, 3, 372299
scalariform, 3, 568463
scalafmt, 3, 368514
scalariform, 3, 584004
scalafmt, 3, 380344
scalariform, 3, 602151
scalafmt, 3, 434160
scalariform, 3, 714466
scalafmt, 3, 436260
scalariform, 3, 1152470
scalafmt, 9, 812678
scalariform, 9, 1084081
scalafmt, 8, 572490
scalafmt, 44, 39872063
scalariform, 8, 1115947
scalafmt, 60, 32542923
scalafmt, 10, 873880
scalariform, 10, 3578967
scalafmt, 10, 866772
scalariform, 10, 1024600
scalafmt, 6, 507245
scalariform, 6, 842815
scalafmt, 7, 696311
scalariform, 44, 9515942
scalariform, 60, 11974736
scalafmt, 39, 31766028
scalariform, 7, 9115381
scalafmt, 5, 445367
scalariform, 5, 3453686
scalafmt, 3, 409464
scalariform, 3, 770381
scalafmt, 5, 471615
scalariform, 5, 796684
scalafmt, 5, 423322
scalariform, 5, 673999
scalafmt, 12, 869181
scalariform, 12, 870221
scalariform, 39, 11820947
scalafmt, 12, 4478318
scalariform, 12, 941975
scalafmt, 53, 21513164
scalafmt, 9, 745921
scalariform, 9, 950017
scalafmt, 9, 810796
scalariform, 9, 861085
scalariform, 53, 3952988
scalafmt, 298, 364727356
scalafmt, 15, 1513378
scalariform, 15, 1621666
scalafmt, 8, 2081926
scalariform, 8, 767555
scalafmt, 8, 3637347
scalariform, 8, 726371
scalafmt, 33, 20047878
scalafmt, 13, 10019544
scalariform, 13, 891869
scalafmt, 14, 3121097
scalariform, 14, 924854
scalafmt, 12, 3064925
scalariform, 33, 16688976
scalariform, 12, 730008
scalafmt, 5, 383669
scalariform, 5, 636853
scalafmt, 5, 411371
scalariform, 5, 661910
scalafmt, 856, 498379706
scalafmt, 5, 405833
scalariform, 5, 636255
scalafmt, 5, 693157
scalariform, 5, 686620
scalafmt, 6, 466655
scalariform, 6, 959395
scalafmt, 6, 523718
scalariform, 6, 902575
scalafmt, 3, 346465
scalariform, 3, 579552
scalafmt, 5, 412945
scalariform, 5, 1485186
scalafmt, 6, 1251734
scalafmt, 48, 48824927
scalafmt, 68, 81797593
scalariform, 6, 16852371
scalafmt, 3, 318627
scalariform, 3, 485618
scalafmt, 45, 30405049
scalafmt, 5, 356178
scalariform, 5, 597929
scalafmt, 5, 372742
scalariform, 48, 13919910
scalariform, 68, 14118375
scalariform, 5, 8877436
scalafmt, 5, 414062
scalariform, 45, 11080383
scalariform, 5, 1925687
scalafmt, 5, 444753
scalariform, 5, 3604457
scalafmt, 3, 400570
scalariform, 3, 697871
scalafmt, 3, 437596
scalariform, 3, 703179
scalafmt, 3, 430755
scalariform, 3, 772644
scalariform, 298, 79128663
scalafmt, 3, 452973
scalariform, 3, 702586
scalafmt, 3, 439415
scalariform, 3, 702917
scalafmt, 3, 404883
scalariform, 3, 633941
scalafmt, 3, 451438
scalariform, 3, 719798
scalafmt, 3, 891102
scalariform, 3, 830155
scalafmt, 3, 398064
scalariform, 3, 654517
scalafmt, 3, 364321
scalafmt, 26, 17569317
scalariform, 3, 593538
scalafmt, 3, 357124
scalariform, 3, 603949
scalafmt, 3, 387304
scalariform, 3, 629927
scalariform, 26, 2683508
scalafmt, 5, 585952
scalafmt, 5, 556407
scalariform, 5, 677148
scalafmt, 5, 610011
scalariform, 5, 688430
scalafmt, 5, 553057
scalariform, 5, 688814
scalafmt, 9, 848368
scalariform, 9, 1298704
scalafmt, 9, 859847
scalariform, 9, 1184040
scalafmt, 62, 43440670
scalafmt, 6, 857124
scalafmt, 37, 19908670
scalariform, 6, 4388645
scalafmt, 5, 608126
scalariform, 5, 661395
scalafmt, 5, 570602
scalariform, 5, 722221
scalafmt, 7, 664658
scalariform, 7, 845906
scalariform, 62, 10919016
scalafmt, 3, 321882
scalariform, 3, 551716
scalafmt, 5, 584466
scalariform, 5, 721891
scalafmt, 3, 327539
scalariform, 3, 580400
scalafmt, 3, 271181
scalariform, 3, 654150
scalafmt, 3, 285658
scalariform, 3, 449571
scalafmt, 3, 311171
scalariform, 3, 487500
scalafmt, 3, 326186
scalariform, 3, 509410
scalariform, 37, 16200701
scalafmt, 3, 404459
scalariform, 3, 716681
scalafmt, 24, 10220369
scalafmt, 3, 606601
scalariform, 3, 1037316
scalafmt, 3, 402837
scalariform, 24, 2250819
scalariform, 3, 721969
scalafmt, 3, 298502
scalariform, 3, 520372
scalafmt, 3, 298439
scalariform, 3, 551677
scalafmt, 3, 330505
scalariform, 3, 637286
scalafmt, 3, 422039
scalariform, 3, 654507
scalafmt, 3, 350104
scalariform, 3, 633606
scalafmt, 3, 393298
scalariform, 3, 4099714
scalafmt, 33, 16280134
scalafmt, 3, 347079
scalariform, 3, 639128
scalafmt, 6, 648285
scalariform, 6, 773062
scalafmt, 6, 625264
scalariform, 6, 828727
scalafmt, 4, 496157
scalariform, 4, 924046
scalafmt, 4, 483501
scalariform, 4, 895675
scalafmt, 3, 379424
scalariform, 33, 10078569
scalariform, 3, 921760
scalafmt, 4, 503703
scalariform, 4, 3511048
scalafmt, 3, 356906
scalariform, 3, 664959
scalafmt, 3, 388425
scalariform, 856, 129940450
scalariform, 3, 670148
scalafmt, 3, 313752
scalariform, 3, 573247
scalafmt, 3, 356817
scalariform, 3, 659626
scalafmt, 3, 381673
scalariform, 3, 703952
scalafmt, 15, 1197892
scalafmt, 396, 375458476
scalariform, 15, 1487660
scalafmt, 15, 1241388
scalariform, 15, 1538177
scalafmt, 5, 605377
scalariform, 5, 1039335
scalafmt, 5, 613104
scalariform, 5, 1090737
scalafmt, 3, 314539
scalariform, 3, 575514
scalafmt, 3, 362207
scalariform, 3, 661410
scalafmt, 3, 378038
scalariform, 3, 650902
scalafmt, 4, 453829
scalariform, 4, 780814
scalafmt, 42, 30564452
scalafmt, 6, 647232
scalariform, 6, 799425
scalafmt, 6, 614647
scalariform, 6, 782062
scalafmt, 3, 393751
scalariform, 3, 711335
scalafmt, 8, 724107
scalariform, 8, 1368329
scalafmt, 9, 817956
scalariform, 9, 1505798
scalafmt, 7, 611436
scalariform, 7, 1134901
scalariform, 42, 14830691
scalafmt, 6, 730168
scalariform, 6, 1484592
scalafmt, 5, 548916
scalariform, 5, 1243271
scalafmt, 5, 652269
scalariform, 5, 1330980
scalafmt, 11, 1110765
scalafmt, 97, 135311551
scalariform, 11, 1598158
scalafmt, 8, 911173
scalariform, 8, 1394247
scalafmt, 8, 807646
scalariform, 8, 1150773
scalafmt, 8, 802736
scalariform, 8, 1168570
scalafmt, 8, 968204
scalariform, 8, 1334580
scalafmt, 8, 941702
scalariform, 8, 1334419
scalafmt, 8, 1070655
scalariform, 8, 1146406
scalariform, 97, 20618950
scalafmt, 40, 37847813
scalafmt, 24, 1547718
scalariform, 24, 1754724
scalafmt, 11, 1096511
scalafmt, 120, 111284126
scalariform, 40, 5325570
scalariform, 11, 1319133
scalafmt, 14, 1638219
scalariform, 396, 75853454
scalariform, 14, 2165492
scalafmt, 1, 762853
scalariform, 1, 302254
scalafmt, 15, 1522572
scalariform, 15, 1188884
scalafmt, 8, 745160
scalariform, 8, 837327
scalariform, 120, 16571649
scalafmt, 8, 490491
scalariform, 8, 703792
scalafmt, 10, 3948468
scalariform, 10, 1175417
scalafmt, 162, 106044575
scalafmt, 175, 201570387
scalafmt, 10, 2139867
scalafmt, 48, 27797985
scalariform, 10, 611090
scalafmt, 10, 727442
scalariform, 10, 1179117
scalafmt, 22, 14577126
scalafmt, 4, 427647
scalariform, 4, 551885
scalafmt, 16, 1213647
scalariform, 22, 3145749
scalariform, 16, 1200559
scalafmt, 12, 979218
scalariform, 12, 969238
scalariform, 48, 9305001
scalafmt, 12, 992693
scalariform, 12, 969378
scalafmt, 4, 467465
scalafmt, 335, 425704209
scalariform, 4, 1757723
scalafmt, 53, 49422219
scalafmt, 22, 13612509
scalariform, 22, 2549160
scalariform, 53, 9752593
scalafmt, 8, 13503327
scalariform, 8, 753815
scalafmt, 8, 667141
scalariform, 8, 682256
scalafmt, 8, 674297
scalariform, 8, 743724
scalafmt, 8, 644964
scalariform, 8, 707493
scalariform, 162, 37066106
scalafmt, 8, 678135
scalariform, 8, 661944
scalafmt, 8, 719660
scalariform, 175, 41479938
scalafmt, 43, 38140425
scalariform, 8, 11209356
scalafmt, 8, 756006
scalariform, 8, 751800
scalafmt, 8, 746090
scalariform, 8, 760216
scalafmt, 7, 633634
scalariform, 7, 928956
scalariform, 43, 6247582
scalafmt, 10, 771915
scalafmt, 41, 14129343
scalariform, 10, 1190509
scalafmt, 4, 475190
scalariform, 4, 636344
scalafmt, 7, 557168
scalariform, 7, 818004
scalariform, 41, 3445016
scalafmt, 38, 36272966
scalafmt, 4, 542374
scalariform, 4, 688575
scalafmt, 8, 705141
scalariform, 8, 987351
scalariform, 38, 4154053
scalafmt, 8, 1462722
scalariform, 8, 1062180
scalafmt, 17, 6771496
scalafmt, 8, 718168
scalariform, 8, 938010
scalariform, 17, 1561626
scalafmt, 8, 682631
scalariform, 8, 1021120
scalafmt, 8, 708261
scalariform, 8, 1038560
scalafmt, 8, 717020
scalariform, 8, 1050301
scalafmt, 5, 500296
scalariform, 5, 667414
scalafmt, 36, 21627450
scalafmt, 5, 511799
scalariform, 5, 706276
scalafmt, 4, 375523
scalariform, 4, 559738
scalafmt, 4, 492329
scalariform, 4, 618537
scalafmt, 5, 493094
scalariform, 5, 1055605
scalafmt, 5, 586153
scalariform, 335, 69532339
scalariform, 5, 740923
scalariform, 36, 9066787
scalafmt, 5, 564508
scalariform, 5, 10865505
scalafmt, 6, 512364
scalariform, 6, 823805
scalafmt, 48, 35708698
scalafmt, 6, 620056
scalariform, 6, 689788
scalafmt, 6, 653291
scalariform, 6, 718530
scalafmt, 6, 471033
scalariform, 6, 674338
scalafmt, 6, 581953
scalariform, 6, 677779
scalafmt, 121, 128705151
scalafmt, 5, 497382
scalariform, 5, 642766
scalafmt, 5, 511954
scalariform, 5, 654351
scalafmt, 38, 25041660
scalafmt, 6, 459158
scalariform, 6, 627953
scalafmt, 8, 728816
scalariform, 48, 13240497
scalariform, 8, 754273
scalafmt, 6, 637627
scalariform, 6, 832882
scalafmt, 4, 422661
scalariform, 4, 604091
scalafmt, 8, 756441
scalariform, 8, 1016850
scalariform, 121, 15019204
scalariform, 38, 11030238
scalafmt, 58, 53777260
scalafmt, 16, 1174336
scalariform, 16, 1271372
scalafmt, 4, 384696
scalariform, 4, 596714
scalafmt, 101, 103243107
scalafmt, 18, 5010413
scalariform, 18, 1450591
scalariform, 58, 15816570
scalafmt, 4, 401404
scalariform, 4, 537266
scalafmt, 8, 659837
scalafmt, 41, 26772426
scalariform, 8, 791745
scalariform, 41, 4414537
scalafmt, 8, 681182
scalariform, 8, 805387
scalafmt, 8, 703748
scalafmt, 45, 30423254
scalariform, 8, 841859
